emp_id,age,gender,ethnicity,education_level,marital_status,department,business_unit,job_title,job_level,location,tenure_months,employment_type,performance_rating,engagement_score,risk_of_exit_score,high_potential_flag,current_salary,base_salary,bonus_eligible,bonus_pct,equity_grant,equity_pct,training_count,promotion_count,succession_plan_status,aihr_certified,leave_days_24m,leave_events_24m,approval_ratio,attrition_flag,veteran_status,disability_status,fte
EMP110,46,Female,Asian,PhD,Married,R&D,Innovation,Patent Manager,4,Newport News,96,Full-time,4.5,4.6,0.17,TRUE,135000,123000,TRUE,0.22,TRUE,0.03,7,2,Ready Now,TRUE,10,2,0.89,0,No,No,1
EMP111,28,Male,Hispanic,Bachelor,Single,IT,Technology,Junior Admin,1,Worcester,18,Full-time,2.8,2.5,0.79,FALSE,42000,40000,FALSE,0,FALSE,0,0,0,Not Ready,FALSE,34,6,0.53,1,No,Yes,1
EMP112,42,Female,White,Master,Married,Operations,Operations,Import/Export Mgr,3,Jackson,90,Full-time,4.1,4.2,0.28,TRUE,91000,84000,TRUE,0.13,TRUE,0.01,5,2,Ready in 1 Year,FALSE,14,3,0.81,0,No,No,1
EMP113,35,Male,Asian,Bachelor,Married,Sales,Revenue,Key Account Mgr,3,Oceanside,54,Full-time,4,3.6,0.4,FALSE,73000,68000,TRUE,0.09,FALSE,0,3,1,Ready in 2 Years,FALSE,20,4,0.7,1,No,No,1
EMP114,31,Female,Black,Bachelor,Single,Marketing,Revenue,Influencer Mgr,2,Chattanooga,28,Full-time,3.1,2.8,0.66,FALSE,53000,50000,TRUE,0.06,FALSE,0,1,0,Not Ready,FALSE,29,5,0.58,1,Yes,No,1
EMP115,47,Male,White,Master,Divorced,HR,Corporate,CHRO,5,Fort Lauderdale,114,Full-time,4.6,4.7,0.12,TRUE,185000,168000,TRUE,0.35,TRUE,0.07,9,4,Ready Now,TRUE,9,2,0.94,0,No,Yes,1
EMP116,29,Female,Hispanic,Bachelor,Single,Customer Service,Operations,Email Support,1,Providence,21,Full-time,4,2.3,0.84,FALSE,36000,35000,FALSE,0,FALSE,0,0,0,Not Ready,FALSE,37,7,0.49,1,No,No,1
EMP117,37,Male,Asian,Master,Married,IT,Technology,Platform Engineer,3,Corona,66,Full-time,4.2,4.3,0.24,TRUE,108000,98000,TRUE,0.15,TRUE,0.02,5,2,Ready Now,TRUE,12,2,0.83,0,No,No,1
EMP118,44,Female,White,Bachelor,Married,Finance,Corporate,Payroll Manager,3,Lancaster,96,Full-time,4,4.1,0.3,TRUE,83000,77000,TRUE,0.11,FALSE,0,5,2,Ready in 1 Year,TRUE,15,3,0.79,0,No,No,1
EMP119,33,Male,Black,PhD,Married,R&D,Innovation,ML Engineer,3,Palmdale,42,Full-time,4.4,4.5,0.19,TRUE,128000,116000,TRUE,0.2,TRUE,0.03,5,1,Ready Now,TRUE,11,2,0.87,0,No,No,1
EMP120,26,Female,Asian,Bachelor,Single,Sales,Revenue,Junior Account,1,Columbia,11,Full-time,2.7,2.4,0.83,FALSE,41000,39000,TRUE,0.04,FALSE,0,0,0,Not Ready,FALSE,36,6,0.5,1,Yes,Yes,1
EMP121,40,Male,Hispanic,Master,Married,Operations,Operations,Vendor Manager,3,Salinas,78,Full-time,4,4.1,0.31,TRUE,85000,79000,TRUE,0.12,FALSE,0,5,2,Ready in 1 Year,FALSE,16,3,0.78,0,No,No,1
EMP122,34,Female,White,Bachelor,Single,IT,Technology,Scrum Master,2,Peoria,36,Full-time,3.5,3.6,0.43,FALSE,67000,62000,TRUE,0.08,FALSE,0,3,1,Ready in 2 Years,FALSE,21,4,0.68,0,No,No,1
EMP123,38,Male,Asian,Master,Divorced,HR,Corporate,Culture Manager,3,Rockford,72,Full-time,3.9,4,0.34,TRUE,81000,75000,TRUE,0.11,FALSE,0,4,1,Ready in 1 Year,TRUE,17,3,0.76,0,No,Yes,1
EMP124,30,Female,Black,Bachelor,Single,Marketing,Revenue,Community Mgr,2,Pasadena,26,Full-time,3,2.7,0.73,FALSE,52000,49000,TRUE,0.06,FALSE,0,1,0,Not Ready,FALSE,30,5,0.57,1,No,No,1
EMP125,48,Male,White,PhD,Married,R&D,Innovation,SVP Innovation,5,Sunnyvale,120,Full-time,4.8,4.9,0.08,TRUE,195000,175000,TRUE,0.38,TRUE,0.08,10,4,Ready Now,TRUE,7,2,0.96,0,No,No,1
EMP126,27,Female,Hispanic,Bachelor,Single,Customer Service,Operations,Service Analyst,1,Pomona,19,Full-time,2.5,2.2,0.89,FALSE,37000,36000,FALSE,0,FALSE,0,0,0,Not Ready,FALSE,40,7,0.46,1,No,No,1
